03.01.2013;11:00:00;T704;419385;1;1
03.01.2013;11:00:00;T704;678169;6;6
03.01.2013;11:00:00;T704;402337;1;1
03.01.2013;11:00:00;T704;402475;1;1
03.01.2013;11:00:00;T704;423037;1;1
03.01.2013;11:00:00;T704;492248;1;1
03.01.2013;11:00:00;T704;510643;1;0
03.01.2013;11:00:00;T704;697224;1;1
03.01.2013;11:00:00;T704;718984;2;2
03.01.2013;11:00:00;T704;727875;1;1
03.01.2013;11:00:00;T704;755172;1;0
03.01.2013;11:00:00;T704;755173;1;1
03.01.2013;11:00:00;T704;755582;1;1
03.01.2013;11:00:00;T704;760163;1;1
03.01.2013;11:00:00;T704;762700;1;0
03.01.2013;11:00:00;T704;772607;1;1
03.01.2013;11:00:00;T704;778624;1;0
03.01.2013;11:00:00;T704;789700;1;1
03.01.2013;11:00:00;T704;7002571;1;0
03.01.2013;11:00:00;T704;7003100;1;1
03.01.2013;11:00:00;T704;7003326;1;1
03.01.2013;11:00:00;T704;7014092;1;1
03.01.2013;11:00:00;T704;7014885;1;1
03.01.2013;11:00:00;T704;7030101;1;1
03.01.2013;11:00:00;T704;7043108;1;1
03.01.2013;11:00:00;T704;696715;3;3
03.01.2013;11:00:00;T704;407744;1;0
03.01.2013;11:00:00;T704;789967;1;1
03.01.2013;11:00:00;T704;402097;1;1
03.01.2013;11:00:00;T704;402195;1;0
03.01.2013;11:00:00;T704;476076;1;1
03.01.2013;11:00:00;T704;522060;12;12
03.01.2013;11:00:00;T704;527356;12;12
03.01.2013;11:00:00;T704;624727;6;0
03.01.2013;11:00:00;T704;624728;12;12
03.01.2013;11:00:00;T704;625995;12;12
03.01.2013;11:00:00;T704;625996;1;1
03.01.2013;11:00:00;T704;7018302;1;1
03.01.2013;11:00:00;T704;7030043;1;1
03.01.2013;11:00:00;T704;400353;1;1
03.01.2013;11:00:00;T704;402112;1;0
03.01.2013;11:00:00;T704;402113;1;1
03.01.2013;11:00:00;T704;409111;1;0
03.01.2013;11:00:00;T704;409115;1;1
03.01.2013;11:00:00;T704;411209;1;1
03.01.2013;11:00:00;T704;7015057;1;1
03.01.2013;11:00:00;T704;770163;1;1
03.01.2013;11:00:00;T704;770167;1;1
03.01.2013;11:00:00;T704;778835;1;1
03.01.2013;11:00:00;T704;778837;1;1
03.01.2013;11:00:00;T704;788716;1;1
03.01.2013;11:00:00;T704;402097;1;1
03.01.2013;11:00:00;T704;402195;1;0
03.01.2013;11:00:00;T704;406688;2;0
03.01.2013;11:00:00;T704;7006346;2;2
03.01.2013;11:00:00;T704;696462;1;1
03.01.2013;11:00:00;T704;696660;1;1
03.01.2013;11:00:00;T704;778625;1;0
03.01.2013;11:00:00;T704;778626;1;0
03.01.2013;11:00:00;T704;7027732;2;2
03.01.2013;11:00:00;T704;402363;1;1
03.01.2013;11:00:00;T704;789689;2;2
04.01.2013;11:00:00;T704;402603;1;1
04.01.2013;11:00:00;T704;786075;1;1
04.01.2013;11:00:00;T704;791965;1;1
04.01.2013;11:00:00;T704;7043109;1;1
05.01.2013;11:30:00;T704;755173;2;2
05.01.2013;11:30:00;T704;755172;1;0
05.01.2013;11:30:00;T704;789994;6;6
05.01.2013;11:30:00;T704;438567;2;2
05.01.2013;11:30:00;T704;7002956;2;2
05.01.2013;11:30:00;T704;402097;1;1
05.01.2013;11:30:00;T704;402475;2;2
05.01.2013;11:30:00;T704;411209;1;1
05.01.2013;11:30:00;T704;419385;1;1
05.01.2013;11:30:00;T704;696564;3;3
05.01.2013;11:30:00;T704;696715;1;1
05.01.2013;11:30:00;T704;727875;3;3
05.01.2013;11:30:00;T704;770164;1;1
05.01.2013;11:30:00;T704;778836;1;1
05.01.2013;11:30:00;T704;778838;1;1
05.01.2013;11:30:00;T704;778844;1;1
05.01.2013;11:30:00;T704;7003325;1;1
